study_id,about_flu,about_attitude,about_info,about_beliefs,about_intent,about_change,unclear,understood_intent
1771,1,1,1,1,1,1,0,1
1782,1,1,0,1,1,0,0,0
1783,1,0,0,1,0,0,0,0
1784,1,1,0,0,0,0,0,0
1786,1,1,0,1,0,0,0,0
1790,1,1,0,0,0,0,0,0
1792,1,0,0,1,0,0,0,0
1794,1,1,0,1,0,0,0,0
1795,1,1,0,0,0,0,0,0
1796,1,1,1,0,0,0,0,0
1798,1,1,0,1,0,0,0,0
1799,1,1,0,1,0,0,0,0
1802,1,0,0,0,0,0,1,0
1805,1,1,0,0,0,0,0,0
1807,1,0,1,1,0,0,0,0
1808,0,0,0,0,0,0,1,0
1810,1,0,0,0,1,0,0,0
1814,1,0,1,0,1,1,0,1
1816,0,0,0,0,0,0,1,0
1818,1,1,1,0,0,1,0,1
1819,1,1,1,1,0,0,0,0
1822,0,0,1,0,0,0,1,0
1823,1,0,0,1,0,0,0,0
1824,1,1,1,1,0,0,0,0
1830,1,1,0,0,0,0,0,0
1831,1,1,0,1,0,0,0,0
1834,1,1,1,0,0,0,0,0
1835,1,1,0,0,0,0,0,0
1836,1,1,0,0,0,0,0,0
1837,1,1,0,1,0,0,0,0
1838,1,0,0,1,0,0,0,0
1840,1,1,1,0,0,1,0,1
1842,1,1,0,0,0,0,0,0
1844,1,1,0,0,0,0,0,0
1847,0,0,0,0,0,0,1,0
1850,1,1,0,0,0,0,0,0
1851,1,1,0,0,0,0,0,0
1855,1,0,0,1,0,0,0,0
1856,1,1,1,1,0,1,0,1
1859,1,1,0,0,0,0,0,0
1860,1,1,0,0,0,0,0,0
1864,0,0,1,0,0,0,1,0
1867,1,0,0,0,0,0,1,0
1870,1,0,0,0,1,1,0,0
1874,1,1,0,0,0,0,0,0
1877,0,0,0,0,0,0,1,0
1878,1,0,0,1,0,0,0,0
1881,1,1,1,1,0,0,0,0
1887,0,0,0,0,0,0,1,0
1895,1,1,0,1,0,0,0,0
1896,1,0,0,1,0,0,0,0
1900,1,0,0,1,1,0,0,0
1903,1,1,0,1,0,0,0,0
1907,1,1,1,0,1,1,0,1
1910,1,1,1,0,1,0,0,0
1912,0,0,0,0,0,0,1,0
1915,0,0,0,0,0,0,1,0
1918,1,1,0,0,0,0,0,0
1919,1,0,0,0,0,0,1,0
1922,1,1,0,0,0,0,0,0
1923,1,1,1,0,0,0,0,0
1924,1,0,0,0,1,0,0,0
1926,1,0,0,0,0,0,1,0
1930,1,1,0,0,0,0,1,0
1934,1,0,1,1,0,1,0,1
1935,1,1,1,0,0,1,0,1
1936,1,0,0,0,0,0,1,0
1939,1,1,0,1,0,0,0,0
1942,1,1,0,0,0,0,0,0
1944,0,0,0,0,0,0,1,0
1945,1,0,0,1,0,0,0,0
1946,0,0,0,0,0,0,1,0
1949,1,1,0,0,0,0,0,0
1950,1,1,0,0,0,0,0,0
1951,0,0,0,0,0,0,1,0
1954,0,0,0,0,0,0,1,0
1956,1,1,0,0,0,0,0,0
1961,1,0,0,0,1,0,0,0
1962,1,0,0,0,1,0,0,0
1963,1,1,1,0,0,0,0,0
1964,0,0,0,0,0,1,1,0
1965,1,0,0,1,0,0,0,0
1969,1,1,0,0,0,0,0,0
1970,1,1,0,1,0,0,0,0
1972,1,0,0,1,0,0,0,0
1976,1,1,1,0,0,0,0,0
1980,1,1,1,1,0,0,0,0
1981,1,0,0,0,1,0,1,0
1982,1,1,0,0,0,0,0,0
1983,1,1,0,0,0,0,0,0
1986,0,0,0,0,0,0,1,0
1987,0,0,1,0,1,1,0,0
1989,0,0,1,0,0,1,0,0
1992,0,0,0,0,0,0,1,0
1993,0,0,0,0,0,0,1,0
1995,1,0,0,0,1,0,0,0
1996,1,1,0,0,0,0,0,0
2002,1,1,0,1,0,0,0,0
2003,0,0,0,0,0,0,1,0
2006,1,0,0,1,0,0,0,0
2007,1,1,0,1,0,0,0,0
2008,1,1,1,0,0,1,0,1
2010,1,0,0,1,0,0,0,0
2012,1,0,1,0,1,1,0,1
2015,1,0,0,0,1,0,1,0
2017,1,1,0,0,0,0,0,0
2020,1,0,0,1,1,0,0,0
2023,1,1,1,0,0,0,0,0
2024,1,1,0,1,0,0,0,0
2027,1,0,0,1,0,0,0,0
2030,1,0,0,0,1,1,0,0
2032,0,0,0,0,0,0,1,0
2035,1,0,0,0,1,1,0,0
2045,1,1,0,1,0,0,0,0
2052,0,0,0,0,0,0,1,0
2053,1,1,0,0,0,0,0,0
2054,1,0,0,1,0,0,0,0
2055,1,1,0,0,0,0,0,0
2057,1,1,0,0,0,0,0,0
2058,1,0,0,1,0,0,0,0
2060,1,0,0,1,1,1,0,0
2061,0,1,1,1,0,1,0,0
2065,1,0,0,1,1,0,0,0
2066,1,1,0,0,0,0,0,0
2072,1,0,0,1,1,0,0,0
2073,1,0,0,1,0,0,1,0
2074,0,0,0,0,0,0,1,0
2076,1,0,0,1,0,0,0,0
2077,1,1,0,0,0,0,0,0
2089,1,0,1,1,0,1,0,1
2090,1,0,1,1,0,0,0,0
2092,1,1,0,0,0,0,0,0
2094,1,1,0,0,0,0,0,0
2098,1,1,1,0,1,1,0,1
2099,1,0,0,0,0,0,1,0
2101,0,0,0,0,0,0,1,0
2102,1,1,1,1,1,1,0,1
2103,0,0,0,0,0,0,1,0
2104,1,1,0,1,0,0,0,0
2105,1,1,0,0,0,0,0,0
2106,1,1,0,0,0,0,0,0
2111,0,0,0,0,0,0,1,0
2114,1,0,0,1,1,0,0,0
2115,0,0,0,0,0,0,1,0
2123,1,0,0,1,0,0,0,0
2124,1,1,0,0,0,0,0,0
2125,1,1,0,0,1,0,0,0
2126,1,1,0,0,0,0,0,0
2130,1,0,1,1,0,1,0,1
2135,1,0,0,1,0,0,0,0
2136,1,1,1,1,0,0,0,0
2139,0,1,1,0,0,1,0,0
2140,1,0,1,1,1,1,0,1
2142,1,0,1,1,0,0,0,0
2148,1,0,1,0,1,1,0,1
2149,0,0,0,0,0,0,1,0
2150,1,1,0,0,0,0,0,0
2151,1,1,0,1,0,0,0,0
2153,1,0,0,0,1,1,0,0
2157,1,0,1,0,1,1,0,1
2158,1,1,0,1,0,0,0,0
2160,1,1,0,1,0,0,0,0
2161,1,0,1,1,1,1,0,1
2163,1,0,0,1,0,0,0,0
2165,1,0,0,1,1,0,0,0
2166,1,1,0,0,0,0,0,0
2167,1,1,0,0,1,0,0,0
2173,1,0,0,0,1,1,0,0
2177,1,1,0,0,0,0,0,0
2180,1,0,0,0,1,0,1,0
2188,1,1,0,0,0,0,0,0
2189,1,0,0,0,1,0,0,0
2190,1,0,0,0,1,0,0,0
2193,0,0,0,0,0,0,1,0
2195,0,1,1,0,0,1,0,0
2196,1,0,1,0,1,1,0,1
2197,1,1,0,1,0,0,0,0
2198,1,1,0,1,0,0,0,0
2201,0,0,0,0,0,0,1,0
2207,1,1,0,1,0,0,0,0
2209,1,0,1,0,1,0,0,0
2211,0,0,0,0,0,0,1,0
2217,1,0,1,0,1,1,0,1
2218,1,1,0,0,0,0,0,0
2219,1,1,0,0,0,0,0,0
2220,0,0,0,0,0,0,1,0
2221,1,1,1,0,0,0,0,0
2223,1,0,0,0,1,0,1,0
2224,1,1,0,0,0,0,0,0
2226,1,1,0,0,0,0,0,0
2227,1,0,0,0,0,0,1,0
2236,1,0,1,0,1,1,0,1
2238,1,1,0,1,0,0,0,0
2240,1,1,0,0,0,0,0,0
2242,0,1,1,0,0,1,0,0
2244,1,1,0,1,0,0,0,0
2246,1,1,0,0,0,0,0,0
2247,1,1,0,0,1,0,0,0
2248,1,0,0,0,0,0,1,0
2252,1,1,0,0,0,0,0,0
2253,1,0,0,1,0,0,0,0
2256,1,0,1,1,0,0,0,0
2260,0,0,0,0,0,0,1,0
2261,1,0,1,1,1,0,0,0
2263,1,1,0,0,0,0,0,0
2264,1,1,0,1,0,0,0,0
2265,1,1,1,1,0,1,0,1
2269,1,1,0,0,0,0,0,0
2270,0,0,0,0,0,0,1,0
2275,1,1,0,0,0,0,0,0
2280,0,0,1,1,0,1,0,0
2282,1,1,0,1,0,0,0,0
2285,1,0,0,0,0,0,1,0
2286,1,0,1,0,1,1,0,1
2287,1,0,1,1,1,1,0,1
2288,1,0,0,1,0,0,0,0
2290,0,0,0,0,0,0,1,0
2291,1,0,0,1,1,0,0,0
2293,1,0,0,1,0,0,0,0
2296,1,1,0,1,0,0,0,0
2298,1,1,0,0,0,0,0,0
2299,1,1,1,0,1,1,0,1
2300,1,0,0,1,1,0,0,0
2301,0,1,1,0,0,0,0,0
2302,1,1,0,0,0,0,0,0
2308,0,1,0,0,0,1,0,0
2309,1,0,1,1,1,1,0,1
2310,1,1,0,0,0,0,0,0
2311,1,1,1,0,0,0,0,0
2312,1,0,0,1,0,0,0,0
2313,1,1,0,0,0,0,0,0
2314,1,0,0,1,0,0,0,0
2315,1,0,0,1,0,0,0,0
2316,1,1,0,0,0,0,0,0
2317,1,1,0,0,0,0,0,0
2318,1,0,0,1,0,0,0,0
2319,0,0,0,0,0,0,1,0
2320,1,0,0,0,1,0,0,0
2321,0,0,0,0,0,0,1,0
2324,0,0,0,0,0,0,1,0
2327,0,0,0,0,0,0,1,0
2329,0,1,1,0,0,1,0,0
2332,1,1,0,1,1,0,0,0
2338,0,1,1,0,0,1,0,0
2339,1,1,0,0,0,0,0,0
2340,1,0,0,1,0,0,0,0
2343,1,0,1,1,0,0,0,0
2348,1,1,1,0,0,1,0,1
2355,1,0,1,0,0,0,0,0
2361,1,0,0,1,0,0,0,0
2364,0,1,1,0,0,1,0,0
2368,1,1,0,0,0,1,0,0
2370,1,1,0,0,0,0,0,0
2373,1,1,0,0,0,0,0,0
2374,1,1,0,0,0,0,0,0
2375,1,0,0,0,1,1,0,0
2376,1,0,0,1,0,0,0,0
2382,1,1,0,1,1,0,0,0
2383,1,1,0,0,0,0,0,0
2386,1,0,0,1,0,0,0,0
2387,1,0,0,1,0,0,0,0
2388,0,0,0,0,0,0,1,0
2390,1,1,0,0,0,0,0,0
2391,1,1,0,0,1,0,0,0
2394,1,0,0,0,1,1,0,0
2395,1,1,0,1,0,0,0,0
2397,1,0,1,0,0,0,1,0
2398,1,1,0,0,0,0,0,0
2402,0,0,0,0,0,0,1,0
2404,0,0,0,0,0,0,1,0
2405,1,0,0,0,1,0,0,0
2407,1,1,0,0,0,0,0,0
2410,1,1,0,0,0,0,0,0
2412,0,1,1,0,0,0,0,0
2414,1,1,0,1,0,0,0,0
2418,1,0,0,1,0,0,0,0
2419,0,1,0,0,0,0,1,0
2420,1,0,0,0,1,0,0,0
2422,0,1,1,0,0,1,0,0
2431,1,1,0,0,0,0,0,0
2434,1,0,0,1,0,0,0,0
2435,1,0,0,0,1,0,0,0
2439,1,1,0,1,0,0,0,0
2444,1,1,0,0,0,0,0,0
2446,1,1,0,0,0,0,0,0
2450,0,0,1,0,0,1,0,0
2453,1,0,0,1,0,0,0,0
2454,1,1,0,1,1,1,0,0
2455,1,1,0,0,0,0,0,0
2459,1,0,0,0,0,0,0,0
2460,1,0,0,0,1,0,0,0
2464,1,0,0,1,0,0,0,0
2466,1,0,1,0,1,1,0,1
2470,1,1,0,1,0,0,0,0
2471,1,1,0,1,0,0,0,0
2473,1,1,0,0,1,0,0,0
2474,1,0,0,1,0,0,0,0
2477,1,1,0,0,0,1,0,0
2478,1,0,1,0,0,1,0,0
2485,0,1,1,0,0,0,0,0
2487,1,0,0,0,0,0,1,0
2488,1,0,0,1,0,0,0,0
2489,1,0,0,1,0,0,0,0
2490,1,0,0,1,0,0,0,0
2494,1,0,1,1,0,1,0,1
2495,1,0,0,1,0,0,0,0
2499,1,0,0,0,0,0,1,0
2500,0,1,0,0,0,0,1,0
2503,0,0,0,0,0,0,1,0
2507,0,0,0,0,0,0,1,0
2508,1,0,0,1,0,0,0,0
2512,1,1,0,1,0,0,0,0
2514,1,1,0,0,1,0,0,0
2518,1,1,0,0,0,0,0,0
2524,1,1,0,1,0,0,0,0
2525,1,1,0,1,0,0,0,0
2528,1,1,0,0,0,0,0,0
2530,1,0,0,1,0,0,0,0
2531,0,0,0,0,0,0,1,0
2532,1,0,0,1,0,0,0,0
2535,1,1,0,0,0,0,0,0
2536,1,0,0,0,1,1,0,0
2539,1,1,0,1,0,0,0,0
2540,1,1,0,0,0,0,0,0
2542,1,1,0,1,0,0,0,0
2545,1,1,0,0,0,0,0,0
2548,1,0,0,0,0,0,1,0
2549,1,1,0,0,0,0,0,0
2554,1,1,0,0,0,0,0,0
2556,0,0,0,0,0,0,1,0
2558,1,0,1,0,0,0,0,0
2560,1,1,0,0,0,0,0,0
2562,1,0,0,1,1,0,0,0
2564,0,0,1,0,0,1,0,0
2566,1,0,0,1,0,0,0,0
2572,1,1,0,0,0,0,0,0
2573,1,0,0,1,0,0,0,0
2575,1,1,0,1,0,0,0,0
2577,1,1,0,0,0,0,0,0
2578,1,1,1,0,0,0,0,0
2580,1,0,0,1,0,0,0,0
2581,0,0,0,0,0,0,1,0
2583,0,0,0,0,0,0,1,0
2587,0,0,0,0,0,0,1,0
2588,1,0,1,0,1,0,0,0
2589,1,0,1,0,1,1,0,1
2591,0,0,0,0,0,0,1,0
2593,1,1,0,0,0,0,0,0
2595,1,1,1,0,0,0,0,0
2596,1,0,0,1,1,0,0,0
2598,0,0,0,0,0,0,1,0
2600,1,1,0,0,0,0,0,0
2604,1,1,0,1,0,0,0,0
2606,0,0,1,0,0,0,1,0
2608,1,1,0,0,0,0,1,0
2609,1,1,1,0,0,1,0,1
2610,1,1,0,0,0,0,0,0
2615,1,1,0,0,0,0,0,0
2619,1,0,0,0,1,0,0,0
2622,0,0,0,0,0,0,1,0
2623,1,1,1,1,0,0,0,0
2625,1,0,1,1,0,0,0,0
2626,1,0,0,0,0,0,1,0
2627,1,1,1,0,0,0,0,0
2628,1,0,0,1,0,0,0,0
2633,1,1,0,1,0,0,0,0
2636,1,1,0,0,0,0,0,0
2637,1,0,0,0,1,0,0,0
2638,1,0,1,1,0,0,0,0
2639,1,0,0,1,0,0,0,0
2643,1,0,0,0,1,0,0,0
2644,1,1,0,1,0,0,0,0
2645,1,1,0,0,0,0,0,0
2649,0,0,0,0,0,0,1,0
2651,0,1,1,0,0,0,0,0
2654,1,0,0,1,0,0,0,0
2655,1,0,0,1,0,0,0,0
2659,1,1,0,0,0,0,0,0
2660,1,0,0,1,0,0,0,0
2662,1,0,0,1,0,0,0,0
2665,1,1,0,1,0,0,0,0
2666,1,1,1,1,1,1,0,1
2670,1,1,0,0,0,0,0,0
2671,1,0,1,0,0,1,0,0
2672,1,1,0,0,0,0,0,0
2673,1,1,0,0,0,0,0,0
2676,1,1,0,1,0,0,0,0
2677,1,1,0,0,0,0,0,0
2678,0,0,0,0,0,0,1,0
2682,1,1,1,0,0,0,0,0
2683,0,0,0,0,0,0,1,0
2685,1,1,1,1,0,1,0,1
2686,0,0,0,0,0,0,1,0
2688,1,1,0,1,1,0,0,0
2691,0,1,1,0,0,1,0,0
2693,1,1,0,0,0,0,0,0
2699,1,1,0,1,0,0,0,0
2700,1,0,0,1,0,0,0,0
2702,1,1,0,1,0,0,0,0
2703,1,1,0,0,0,0,0,0
2705,1,0,0,1,0,0,0,0
2706,0,0,0,0,0,0,1,0
2708,1,0,1,1,0,0,0,0
2709,1,1,0,0,0,0,0,0
2710,1,1,0,0,0,0,0,0
2716,0,0,0,0,0,0,1,0
2721,1,1,0,0,0,0,0,0
2722,1,1,0,1,0,0,0,0
2723,1,1,0,0,0,0,0,0
2724,1,0,0,1,0,0,0,0
2732,1,0,0,0,1,1,0,0
2735,1,0,1,0,1,0,0,0
2736,1,0,1,0,1,0,0,0
2739,1,1,0,0,0,0,0,0
2741,1,1,0,0,0,0,0,0
2743,1,1,0,1,0,0,0,0
2746,0,0,0,0,0,0,1,0
2747,1,1,0,0,1,0,0,0
2750,0,1,0,0,0,0,1,0
2751,1,1,0,0,0,0,0,0
2754,0,0,0,0,0,0,1,0
2756,0,0,0,0,0,0,1,0
2757,1,1,0,1,0,0,0,0
2759,1,0,0,1,0,0,0,0
2762,1,1,0,1,0,0,0,0
2765,1,1,0,1,0,0,0,0
2773,1,0,0,1,0,0,0,0
2776,1,0,0,1,0,0,0,0
2777,1,1,1,1,0,0,0,0
2778,1,0,0,1,0,0,0,0
2779,1,1,1,0,0,1,0,1
2783,1,1,0,1,0,0,0,0
2784,1,1,0,1,0,0,0,0
2790,1,1,0,1,0,0,0,0
2791,0,0,1,0,1,1,0,0
2792,1,1,1,0,0,0,0,0
2796,1,1,0,0,0,0,0,0
2797,0,0,0,1,0,0,1,0
2798,1,1,0,0,1,1,0,0
2804,1,1,0,1,0,0,0,0
2807,1,0,0,1,0,0,0,0
2808,1,1,0,0,0,0,0,0
2811,1,1,0,0,0,0,0,0
2813,1,0,0,1,1,0,0,0
2815,0,1,1,0,0,1,0,0
2816,1,1,0,1,0,0,0,0
2818,1,1,0,0,0,0,0,0
2819,0,1,0,0,0,0,1,0
2820,1,1,0,0,0,0,0,0
2821,1,0,0,0,0,0,1,0
2825,1,1,0,0,1,0,0,0
2828,1,0,0,1,0,0,1,0
2830,1,1,0,1,1,0,0,0
2831,1,0,1,0,1,1,0,1
2836,1,1,0,1,0,0,0,0
2838,1,1,0,1,0,0,0,0
2839,1,1,1,1,0,0,0,0
2840,0,0,0,0,0,0,1,0
2844,1,0,0,0,0,0,0,0
2845,1,1,1,0,0,0,0,0
2847,0,0,0,0,0,0,1,0
2848,1,1,0,1,0,0,0,0
2850,1,1,1,1,0,0,0,0
2851,1,1,0,0,0,0,0,0
2852,1,0,0,0,0,1,0,0
2853,1,0,1,1,0,1,0,1
2854,1,1,1,1,0,1,0,1
2855,1,0,1,1,0,0,0,0
2860,1,0,0,1,0,0,0,0
2861,1,0,0,1,0,0,0,0
2862,1,1,0,0,0,0,0,0
2863,0,0,1,0,0,0,1,0
2869,1,0,0,0,1,1,0,0
2872,0,1,0,0,0,0,1,0
2873,0,0,0,1,0,0,1,0
2874,1,1,0,0,0,0,0,0
2875,1,0,1,0,1,0,0,0
2877,1,1,0,1,0,0,0,0
2878,1,1,0,0,0,0,0,0
2879,1,0,0,1,0,0,0,0
2880,0,0,0,0,0,0,1,0
2885,1,1,0,0,0,0,0,0
2887,1,1,1,1,0,1,0,1
2890,1,0,1,1,0,0,0,0
2891,1,1,0,0,1,0,0,0
2893,0,0,0,0,0,0,1,0
2895,1,0,0,0,1,0,0,0
2899,1,1,0,0,0,0,0,0
2902,1,0,0,0,0,0,1,0
2903,1,1,0,0,0,0,0,0
2905,1,1,0,0,1,0,0,0
2907,1,1,0,1,0,0,0,0
2908,1,1,0,0,0,0,0,0
2917,1,1,1,1,0,1,0,1
2920,1,1,0,0,0,0,0,0
2923,1,0,1,0,1,1,0,1
2926,1,0,1,1,1,1,0,1
2927,1,1,0,1,0,0,0,0
2929,1,0,0,0,0,0,1,0
2934,0,0,0,0,0,0,1,0
2938,1,0,0,0,0,0,1,0
2942,0,0,0,0,0,0,1,0
2945,1,0,0,0,0,0,1,0
2946,0,0,0,0,0,0,1,0
2948,1,1,0,0,1,0,0,0
2950,1,0,0,1,0,0,0,0
2951,0,0,0,0,0,0,1,0
2952,1,0,1,1,0,1,0,1
2954,0,0,1,0,1,1,0,0
2956,0,0,0,0,0,0,1,0
2959,0,0,1,0,0,0,1,0
2960,1,1,0,1,0,0,0,0
2962,1,0,1,0,1,1,0,1
2963,1,1,0,1,0,0,0,0
2968,0,1,0,0,0,0,1,0
2971,1,1,0,1,0,0,0,0
2972,1,1,0,0,0,0,0,0
2973,1,0,0,1,0,0,0,0
2976,1,1,0,1,0,0,0,0
2977,1,1,0,1,0,0,0,0
2978,1,0,0,1,0,0,0,0
2979,1,0,1,0,1,1,0,1
2982,1,1,1,1,0,0,0,0
2985,1,1,0,1,0,0,0,0
2987,1,1,1,0,0,1,0,1
2988,0,1,0,0,0,0,1,0
2992,1,1,0,1,0,0,0,0
2993,0,0,0,0,0,1,0,0
2994,0,1,1,0,1,0,0,0
2997,1,0,1,0,0,0,0,0
3001,0,0,0,0,0,0,1,0
3002,1,0,1,0,1,1,0,1
3008,1,1,0,0,1,0,0,0
3009,1,1,0,0,0,0,0,0
3010,0,0,0,0,0,0,1,0
3011,1,1,1,1,0,0,0,0
3012,1,1,0,0,0,0,0,0
3014,1,0,1,0,0,1,0,0
3021,0,0,0,0,0,0,1,0
3022,1,1,1,1,0,1,0,1
3023,1,1,0,0,0,0,0,0
3024,1,1,0,0,0,0,0,0
3025,1,1,1,0,0,0,0,0
3034,1,0,0,1,0,0,0,0
3035,0,0,1,0,0,0,0,0
3036,1,0,0,1,0,0,0,0
3042,1,1,0,1,0,0,0,0
3044,1,0,0,1,0,0,0,0
3052,1,1,0,0,0,0,0,0
3054,1,0,1,1,0,1,0,1
3059,0,0,0,0,0,0,1,0
3064,0,0,0,0,0,0,1,0
3067,1,0,1,1,0,1,0,1
3068,0,0,0,0,0,0,1,0
3069,1,0,1,0,1,1,0,1
3070,1,0,0,1,1,0,0,0
3075,1,1,1,0,0,1,0,1
3076,1,1,0,1,0,0,0,0
3078,1,1,0,0,1,0,0,0
3081,1,0,0,0,1,0,1,0
3085,1,0,0,0,0,0,1,0
3089,1,0,0,0,0,0,1,0
3090,1,0,0,0,1,0,0,0
3091,1,1,0,1,0,0,0,0
3093,1,1,0,0,0,0,0,0
3094,1,1,0,0,0,0,0,0
3097,1,1,0,0,0,0,0,0
3099,0,0,0,0,0,0,1,0
3100,1,1,0,1,0,0,0,0
3101,1,1,0,1,0,0,0,0
3103,1,1,0,0,0,0,0,0
3104,1,1,0,0,0,0,0,0
3107,0,0,0,0,0,0,1,0
3110,0,0,0,0,0,0,1,0
3111,1,0,1,1,0,0,0,0
3112,1,1,0,1,0,0,0,0
3115,1,1,0,1,0,0,0,0
3116,1,0,0,0,0,0,1,0
3118,1,0,0,0,1,0,0,0
3119,0,0,0,0,0,0,1,0
3120,1,0,0,1,0,0,0,0
3122,1,1,0,0,0,0,0,0
3123,1,0,0,1,0,0,0,0
3128,1,0,0,0,0,0,1,0
3133,1,0,0,0,1,0,0,0
3135,1,0,0,1,0,0,0,0
3139,1,1,0,1,0,0,0,0
3140,1,1,1,0,0,0,0,0
3143,1,1,0,0,0,0,0,0
3151,1,0,1,1,1,0,0,0
3152,1,1,0,0,0,0,0,0
3155,1,1,1,1,1,0,0,0
3157,1,0,1,0,1,1,0,1
3158,1,1,1,0,0,1,0,1
3159,1,1,0,0,1,0,0,0
3161,0,0,0,0,0,0,1,0
3165,0,1,0,0,0,0,1,0
3166,1,1,0,1,0,0,0,0
3167,1,0,1,1,0,0,0,0
3168,1,0,0,1,0,0,0,0
3169,1,1,0,1,1,1,0,0
3175,1,0,0,1,0,0,0,0
3180,1,0,0,0,1,1,0,0
3181,0,0,0,0,0,0,1,0
3184,0,1,1,0,0,0,1,0
3186,1,1,0,0,0,0,0,0
3192,1,0,1,0,0,1,0,0
3197,1,1,0,1,0,0,0,0
3200,1,0,0,0,1,0,0,0
3202,1,1,0,0,0,0,0,0
3207,1,0,1,0,1,1,0,1
3208,1,1,0,0,0,0,0,0
3210,1,1,0,0,0,0,0,0
3212,0,0,1,0,0,0,1,0
3214,0,0,1,0,0,0,1,0
3215,0,0,0,0,0,0,1,0
3216,1,0,0,1,0,0,0,0
3221,1,1,0,0,0,0,0,0
3223,1,0,0,1,0,0,0,0
3225,1,1,0,0,0,0,0,0
3227,1,1,0,1,0,0,0,0
3228,1,1,0,0,0,0,0,0
3229,1,0,0,0,0,0,1,0
3230,1,0,1,0,1,0,0,0
3231,1,0,0,1,1,0,0,0
3232,1,1,0,0,0,0,0,0
3233,1,0,1,0,1,1,0,1
3238,1,1,0,1,0,0,0,0
3239,1,0,0,1,0,0,0,0
3243,1,1,1,0,0,1,0,1
3244,1,0,0,0,1,1,0,0
3245,1,0,0,1,0,0,0,0
3248,1,0,0,0,1,0,0,0
3252,1,0,1,1,1,1,0,1
3253,1,0,1,0,0,0,0,0
3256,1,1,0,1,0,0,0,0
3257,1,1,0,0,0,0,0,0
3261,0,0,0,0,0,0,1,0
3262,1,0,0,0,1,0,1,0
3266,1,0,1,1,0,0,0,0
3268,1,1,0,0,1,0,0,0
3280,1,0,1,0,1,1,0,1
3281,1,1,0,1,0,0,0,0
3285,0,0,0,0,0,0,1,0
3288,1,0,0,1,0,0,0,0
3291,1,1,0,0,0,0,0,0
3292,1,0,0,1,0,0,0,0
3296,1,0,0,1,0,0,0,0
3299,1,1,1,1,0,0,0,0
3300,0,0,0,0,0,0,1,0
3301,1,0,0,0,1,0,0,0
3302,1,1,1,0,0,0,0,0
3304,1,0,1,0,1,1,0,1
3305,1,1,0,0,0,0,0,0
3306,1,1,0,0,0,0,0,0
3308,1,1,0,1,0,0,0,0
3311,1,1,0,0,0,0,0,0
3313,1,1,1,0,1,1,0,1
3314,1,0,1,1,0,0,0,0
3317,1,1,0,1,1,0,0,0
3318,1,0,0,0,1,0,0,0
3319,1,1,0,0,0,0,0,0
3323,1,0,0,1,0,0,0,0
3324,1,0,0,0,1,1,0,0
3326,1,1,0,0,0,0,0,0
3327,1,1,1,0,0,1,0,1
3328,0,1,0,0,0,0,1,0
3332,1,1,0,0,0,0,0,0
3337,1,1,0,0,0,0,0,0
3338,1,1,0,0,0,0,0,0
3339,0,1,1,0,0,0,0,0
3342,1,0,1,1,1,1,0,1
3343,1,1,1,0,0,1,0,1
3345,0,0,1,0,0,0,1,0
3349,0,0,0,0,0,0,1,0
3350,0,0,0,0,0,0,1,0
3353,1,1,0,0,0,0,0,0
3354,1,0,0,1,0,0,0,0
3355,1,1,0,0,0,0,0,0
3356,1,1,0,1,0,0,0,0
3361,1,1,0,1,0,0,0,0
3364,1,1,1,1,0,1,0,1
3367,1,1,1,0,0,1,0,1
3370,1,0,0,0,0,1,0,0
3371,1,1,0,0,0,0,0,0
3372,1,1,0,1,0,0,0,0
3373,1,1,0,1,0,0,0,0
3377,1,0,1,0,1,1,0,1
3378,0,1,1,0,0,0,0,0
3379,0,0,0,0,0,0,1,0
3383,1,0,1,0,1,1,0,1
3385,1,0,0,0,1,0,0,0
3387,0,1,0,0,0,0,1,0
3388,1,1,1,1,0,1,0,1
3396,1,1,0,1,0,0,0,0
3397,1,1,0,0,0,0,0,0
3401,1,0,0,0,1,0,0,0
3403,0,1,1,0,0,0,0,0
3404,1,1,0,0,0,0,0,0
3407,1,1,1,1,1,1,0,1
3411,1,0,0,1,0,0,0,0
3412,1,0,1,1,0,1,0,1
3413,1,1,0,0,0,0,0,0
3414,0,0,0,0,0,0,1,0
3415,1,1,1,1,0,1,0,1
3417,1,0,0,0,1,0,0,0
3419,1,1,0,0,0,0,0,0
3420,1,0,0,1,0,0,0,0
3422,1,1,0,1,0,0,0,0
3430,1,1,0,1,0,0,0,0
3431,0,0,0,0,0,0,1,0
3432,0,0,0,0,0,0,1,0
3434,1,1,1,0,0,1,0,1
3435,1,1,1,1,0,1,0,1
3436,1,1,0,0,0,0,0,0
3438,1,0,1,0,1,1,0,1
3446,1,1,0,1,1,0,0,0
3447,1,1,1,0,0,0,0,0
3450,0,0,0,0,0,0,1,0
3451,1,1,0,0,0,0,0,0
3454,1,0,0,1,0,0,0,0
3457,1,1,0,0,0,0,0,0
3462,1,1,1,0,0,1,0,1
3463,1,0,0,1,0,0,0,0
3464,0,1,0,0,0,0,1,0
3465,1,0,1,1,0,0,0,0
3469,1,1,0,0,0,0,0,0
3472,1,0,0,1,0,0,0,0
3474,1,1,0,0,0,0,0,0
3477,1,0,0,1,1,1,0,0
3478,1,0,1,1,1,0,0,0
3479,1,1,0,0,0,0,0,0
3481,1,0,0,1,1,0,0,0
3485,0,1,1,0,0,1,0,0
